2022-02-14,44604,8080,045,3853785600,1644829200,
2022-02-15,44605,8081,046,3853872000,1644915600,
2022-02-16,44606,8082,047,3853958400,1645002000,
2022-02-17,44607,8083,048,3854044800,1645088400,
2022-02-18,44608,8084,049,3854131200,1645174800,
2022-02-19,44609,8085,050,3854217600,1645261200,
2022-02-20,44610,8086,051,3854304000,1645347600,
2022-02-21,44611,8087,052,3854390400,1645434000,
2022-02-22,44612,8088,053,3854476800,1645520400,
2022-02-23,44613,8089,054,3854563200,1645606800,
2022-02-24,44614,8090,055,3854649600,1645693200,
2022-02-25,44615,8091,056,3854736000,1645779600,
2022-02-26,44616,8092,057,3854822400,1645866000,
2022-02-27,44617,8093,058,3854908800,1645952400,
2022-02-28,44618,8094,059,3854995200,1646038800,
2022-03-01,44619,8095,060,3855081600,1646125200,
2022-03-02,44620,8096,061,3855168000,1646211600,
2022-03-03,44621,8097,062,3855254400,1646298000,
2022-03-04,44622,8098,063,3855340800,1646384400,
2022-03-05,44623,8099,064,3855427200,1646470800,
2022-03-06,44624,8100,065,3855513600,1646557200,
2022-03-07,44625,8101,066,3855600000,1646643600,
2022-03-08,44626,8102,067,3855686400,1646730000,
2022-03-09,44627,8103,068,3855772800,1646816400,
2022-03-10,44628,8104,069,3855859200,1646902800,
2022-03-11,44629,8105,070,3855945600,1646989200,
2022-03-12,44630,8106,071,3856032000,1647075600,
2022-03-13,44631,8107,072,3856118400,1647162000,
2022-03-14,44632,8108,073,3856204800,1647248400,
2022-03-15,44633,8109,074,3856291200,1647334800,
2022-03-16,44634,8110,075,3856377600,1647421200,
2022-03-17,44635,8111,076,3856464000,1647507600,
2022-03-18,44636,8112,077,3856550400,1647594000,
2022-03-19,44637,8113,078,3856636800,1647680400,
2022-03-20,44638,8114,079,3856723200,1647766800,
2022-03-21,44639,8115,080,3856809600,1647853200,
2022-03-22,44640,8116,081,3856896000,1647939600,
2022-03-23,44641,8117,082,3856982400,1648026000,
2022-03-24,44642,8118,083,3857068800,1648112400,
2022-03-25,44643,8119,084,3857155200,1648198800,
2022-03-26,44644,8120,085,3857241600,1648285200,
2022-03-27,44645,8121,086,3857328000,1648371600,
2022-03-28,44646,8122,087,3857414400,1648458000,
2022-03-29,44647,8123,088,3857500800,1648544400,
2022-03-30,44648,8124,089,3857587200,1648630800,
2022-03-31,44649,8125,090,3857673600,1648717200,
2022-04-01,44650,8126,091,3857760000,1648803600,
2022-04-02,44651,8127,092,3857846400,1648890000,
2022-04-03,44652,8128,093,3857932800,1648976400,
2022-04-04,44653,8129,094,3858019200,1649062800,
2022-04-05,44654,8130,095,3858105600,1649149200,
2022-04-06,44655,8131,096,3858192000,1649235600,
2022-04-07,44656,8132,097,3858278400,1649322000,
2022-04-08,44657,8133,098,3858364800,1649408400,
2022-04-09,44658,8134,099,3858451200,1649494800,
2022-04-10,44659,8135,100,3858537600,1649581200,
2022-04-11,44660,8136,101,3858624000,1649667600,
2022-04-12,44661,8137,102,3858710400,1649754000,
2022-04-13,44662,8138,103,3858796800,1649840400,
2022-04-14,44663,8139,104,3858883200,1649926800,
2022-04-15,44664,8140,105,3858969600,1650013200,
2022-04-16,44665,8141,106,3859056000,1650099600,
2022-04-17,44666,8142,107,3859142400,1650186000,
2022-04-18,44667,8143,108,3859228800,1650272400,
2022-04-19,44668,8144,109,3859315200,1650358800,
2022-04-20,44669,8145,110,3859401600,1650445200,
2022-04-21,44670,8146,111,3859488000,1650531600,
2022-04-22,44671,8147,112,3859574400,1650618000,
2022-04-23,44672,8148,113,3859660800,1650704400,
2022-04-24,44673,8149,114,3859747200,1650790800,
2022-04-25,44674,8150,115,3859833600,1650877200,
2022-04-26,44675,8151,116,3859920000,1650963600,
2022-04-27,44676,8152,117,3860006400,1651050000,
2022-04-28,44677,8153,118,3860092800,1651136400,
2022-04-29,44678,8154,119,3860179200,1651222800,
2022-04-30,44679,8155,120,3860265600,1651309200,
